Title,Instructor,Status,Progress,Priority,Tags,
Become an Expert in Java Script from the very Scratch,Khan School,Not Started,,Low,"{'Scratch', 'Expert', 'Script', 'Become', 'Java'}",
Digital Flipping 2: Unique Low Cost Beginner Online Business,Paulo Perdu,Not Started,,Low,"{'Beginner', 'Business', 'Cost', 'Digital', 'Unique', 'Online', 'Flipping'}",
The Complete Python Programming Course: Beginner to Advanced,"Joseph Delgadillo, Nick Germaine",Not Started,,High,"{'Advanced', 'Beginner', 'Complete', 'Python', 'Course', 'Programming'}",
Web Design Modern SinglePage Website from Scratch Bootstrap,Laurence Svekis,Not Started,,Low,"{'Bootstrap', 'Scratch', 'Modern', 'Website', 'Singlepage', 'Design'}",
Complete JavaScript Guide - Text Based RPG - Beginner,Caleb Aston,Not Started,,Low,"{'Beginner', 'Based', 'JavaScript', 'Text', 'Complete', 'Guide'}",
Unity : Beginner to Advanced - Complete Course,"Dragan Neskovic, Jasmin Skamo",Not Started,,Low,"{'Advanced', 'Beginner', 'Complete', 'Course', 'Unity'}",
Create a website Bootstrap 4 rapid websites development,Laurence Svekis,Not Started,,Low,"{'Bootstrap', 'Website', 'Rapid', 'Development', 'Create', 'Websites'}",
3D Logo Design using Autodesk Maya,3DTraining .com,Not Started,,Low,"{'Autodesk', 'Maya', 'Using', 'Logo', 'Design'}",
Fiverr Empire: Kickstart a Fiverr Career & Fiverr Brokering,OMG - Mastermind,Not Started,,Low,"{'Brokering', 'Empire', 'Fiverr', 'Kickstart', 'Career'}",
Guide to learning JavaScript,Laurence Svekis,Not Started,,Low,"{'Learning', 'Guide', 'JavaScript'}",
Build Responsive Real World Websites with CSS3 v2.0,"Kalob Taulien, Kalob.io — Learn web development from scratch",Not Started,,Low,"{'Css3', 'Real', 'World', 'Responsive', 'Websites', 'Build'}",
"3D Master, from zero to hero Vol.1: Zbrush Basics",Mauricio García Arias,Not Started,,Low,"{'Basics', 'Master', 'Zero', 'Hero', 'Zbrush'}",
A Complete Guide to Improve HTML & CSS Workflow using Emmet,ABHIJIT SAHU,Not Started,,Low,"{'Improve', 'Complete', 'Emmet', 'Using', 'Html', 'Workflow', 'Guide'}",
Livecode : One code to rule them all,Fulvio Massini,Not Started,,Low,"{'Code', 'Livecode', 'Rule'}",
"Blog Marketing: Create, Drive Traffic And Monetize Your Blog",Barry North,Not Started,,Low,"{'Traffic', 'Marketing', 'Drive', 'Create', 'Blog', 'Monetize'}",
Python Programming Professional Course,HadoopExam Learning Resources,Not Started,,High,"{'Professional', 'Python', 'Course', 'Programming'}",
How to build an etsy ecommerce home business in record time,"Fernando D, Sergey Kasimov",Not Started,,Low,"{'Record', 'Business', 'Home', 'Ecommerce', 'Time', 'Etsy', 'Build'}",
Ultimate Css & JQuery Form Designing From Beginner to Expert,Himas Rafeek,Not Started,,Low,"{'Beginner', 'Expert', 'Ultimate', 'Form', 'Jquery', 'Designing'}",
ES6 / EcmaScript Fast Crash Course,"Edwin Diaz | 900,000+ Students",Not Started,,Low,"{'Ecmascript', 'Crash', 'Course', 'Fast'}",
Introduction to Unit Testing C# Code,Mosh Hamedani,Not Started,,Low,"{'Code', 'Testing', 'Introduction', 'Unit'}",
Try Django 1.10 | Create a URL Shortening Service,Justin Mitchel,Not Started,,Low,"{'Create', 'Django'}",
Build a new and modern looking Responsive websites​,Adil Ahmed,Not Started,,Low,"{'Modern', 'Looking', 'Responsive', 'Websites', 'Build'}",
WordPress Theme Development from Scratch 2.0,Marcelo Xavier Vieira,Not Started,,Low,"{'Wordpress', 'Scratch', 'Theme', 'Development'}",
Build Real World Websites from Scratch using HTML5 and CSS3,Development Island (UK),Not Started,,Low,"{'Scratch', 'Html5', 'Real', 'Css3', 'World', 'Using', 'Websites', 'Build'}",
Bruce Lee's Jeet Kune Do,David Wong,Not Started,,Low,"{'Jeet', 'Kune', 'Bruce'}",
Character Art School: The Complete Character Drawing Course,"Scott Harris, Art Director & Lead Instructor",Not Started,,Low,"{'School', 'Complete', 'Course', 'Drawing', 'Character'}",
Self-Publish Your eBook?,David James Ault,Not Started,,Low,"{'Publish', 'Ebook', 'Self'}",
Introduction to Django 1.11,Ahmed Rafik,Not Started,,Low,"{'Introduction', 'Django'}",
Learn The Linux Command Line: Basic Commands,Adam Eubanks,Not Started,,Low,"{'Line', 'Commands', 'Basic', 'Linux', 'Learn', 'Command'}",
Try Django 1.9 | Build a Blog and Learn Python's #1 Library,Justin Mitchel,Not Started,,High,"{'Django', 'Python', 'Library', 'Learn', 'Blog', 'Build'}",
Become Computer Forensics Expert & Start your career!,E hacking,Not Started,,Low,"{'Computer', 'Expert', 'Become', 'Start', 'Forensics', 'Career'}",
The Essential WordPress Theme Development Course,One Month,Not Started,,Low,"{'Wordpress', 'Course', 'Theme', 'Development', 'Essential'}",
Learn Advanced Python,Enthusia Educational Hub,Not Started,,High,"{'Advanced', 'Python', 'Learn'}",
Wordpress Complete Web Design :Latest Wordpress Design Techs,Khalil Ibrahim,Not Started,,Low,"{'Techs', 'Complete', 'Wordpress', 'Design', 'Latest'}",
Web Development With HTML CSS BOOTSTRAP JQUERY for Beginners,Ryan Dhungel,Not Started,,Medium,"{'Bootstrap', 'Web Development', 'Beginners', 'Html', 'Development', 'Jquery'}",
The Complete User Experience Design (UX) Course!,Antony Conboy,Not Started,,Low,"{'Complete', 'User', 'Course', 'Design', 'Experience'}",
"Web Development & Design: Python, JavaScript, PHP HTML & CSS",Tech Expert,Not Started,,High,"{'JavaScript', 'Python', 'Web Development', 'Html', 'Development', 'Design'}",
Wordpress simplified for beginners,Jawad Abdul Mateen,Not Started,,Low,"{'Wordpress', 'Simplified', 'Beginners'}",
Python for Beginner : Boot up Skill by Solve  29 Problems,Tan Pham,Not Started,,High,"{'Skill', 'Python', 'Boot', 'Beginner'}",
Responsives Websites With HTML and CSS,John Smilga,Not Started,,Low,"{'Responsives', 'Html', 'Websites'}",
Software Architecture for Software Engineers,Enthusia Educational Hub,Not Started,,Low,"{'Engineers', 'Architecture', 'Software'}",
Master WordPress - Make WordPress Websites in 1 Hour,Divit Mehta,Not Started,,Low,"{'Wordpress', 'Master', 'Hour', 'Make', 'Websites'}",
Learn Automation Testing,Enthusia Educational Hub,Not Started,,Low,"{'Learn', 'Testing', 'Automation'}",
Prototyping with Sketch,Matthew Cameron,Not Started,,Low,"{'Prototyping', 'Sketch'}",
Build A Responsive Website From Scratch,Mohammad Tahir Ahmed,Not Started,,Low,"{'Scratch', 'Website', 'Build', 'Responsive'}",
Python Programming For Everyone,John Elder,Not Started,,High,"{'Python', 'Everyone', 'Programming'}",
Learn Japanese from Anime and Manga,Mathew Chan,Not Started,,Low,"{'Learn', 'Manga', 'Anime', 'Japanese'}",
Emotional Intelligence Certification: Self Awareness Level 1,"Robert Jerus, Scott Alex, Cherub Santelices",Not Started,,Low,"{'Certification', 'Intelligence', 'Level', 'Self', 'Emotional', 'Awareness'}",
Learn Python for Total Beginners,Michael S Russell,Not Started,,High,"{'Python', 'Beginners', 'Learn'}",
Maya Modelling - Beginner Projects,John Stopforth,Not Started,,Low,"{'Projects', 'Beginner', 'Maya', 'Modelling'}",
Learn Modular Level Building for CryEngine with Maya,3dmotive LLC,Not Started,,Low,"{'Level', 'Maya', 'Learn', 'Building', 'Cryengine', 'Modular'}",
Model and Present a 3d Drone using Maya and Keyshot,3dmotive LLC,Not Started,,Low,"{'Present', 'Model', 'Keyshot', 'Maya', 'Drone', 'Using'}",
Angular + TypeScript  from Basic to Advanced + Live Project,Sandeep Soni,Not Started,,Low,"{'Advanced', 'Live', 'Typescript', 'Project', 'Basic', 'Angular'}",
Python for Beginners: Learn Python with Practical Exercises!,Samuel Lee,Not Started,,High,"{'Python', 'Beginners', 'Practical', 'Exercises', 'Learn'}",
Top Programming Bundle: Learn Rails And Ruby Programming,John Elder,Not Started,,Low,"{'Learn', 'Ruby', 'Programming'}",
Top Python and Ruby Programming Bundle,John Elder,Not Started,,High,"{'Python', 'Ruby', 'Programming'}",
Master WordPress - Build Amazing Websites & Landing Pages,Isaiah Ashley,Not Started,,Low,"{'Pages', 'Wordpress', 'Master', 'Landing', 'Websites', 'Amazing', 'Build'}",
Raw Image Processing Masterclass-Create Stunning Images Easy,Harsh Vardhan Art,Not Started,,Low,"{'Easy', 'Masterclass', 'Images', 'Image', 'Stunning', 'Processing', 'Create'}",
Web Development By Doing: HTML / CSS From Scratch,Bradley Berger,Not Started,,Medium,"{'Html', 'Web Development', 'Development', 'Scratch'}",
"Responsive Web & Mobile Development in HTML,CSS & Javascript",LightBulb University,Not Started,,Low,"{'Mobile Development', 'JavaScript', 'Mobile', 'Html', 'Development', 'Responsive'}",
From 0 to Twitter: Learn how to create the Web of Tomorrow,Nick Preda,Not Started,,Low,"{'Twitter', 'Learn', 'Create', 'Tomorrow'}",
JavaScript Essentials 2020 Mini Course,"Kalob Taulien, Kalob.io — Learn web development from scratch",Not Started,,Low,"{'Essentials', 'JavaScript', 'Course', 'Mini', '2020'}",
Complete Wordpress Website Developer Course,Shubham Saurav,Not Started,,Low,"{'Complete', 'Wordpress', 'Course', 'Website', 'Developer'}",
Learning Task Automation using Windows PowerShell,"TechSckool By Vijay, Pooja Kataria",Not Started,,Low,"{'Learning', 'Task', 'Using', 'Powershell', 'Automation', 'Windows'}",
FRAMEWORK Time Management,Glenn Pratt,Not Started,,Low,"{'Management', 'Time', 'Framework'}",
WordPress 2025: The Complete WordPress Website Course,Tanzeel Ur Rehman,Not Started,,Low,"{'2025', 'Wordpress', 'Complete', 'Course', 'Website'}",
JavaScript and React for Beginners: Create 12 projects,Bluelime Learning Solutions,Not Started,,Low,"{'JavaScript', 'React', 'Projects', 'Beginners', 'Create'}",
Learn SASS and SCSS,"SkillSprints Inc., Dave Moran",Not Started,,Low,"{'Learn', 'Sass', 'Scss'}",
Get a free hosted Wordpress website,Mike Ralls,Not Started,,Low,"{'Wordpress', 'Free', 'Hosted', 'Website'}",
Getting Started with Balsamiq Wireframes,Leon Barnard,Not Started,,Low,"{'Getting', 'Wireframes', 'Started', 'Balsamiq'}",
UX UI Design for Beginners,Antony Conboy,Not Started,,Low,"{'Design', 'Beginners'}",
Learn C++ by Creating,Andrew Volk,Not Started,,Low,"{'Learn', 'Creating'}",
"C++, Short and Sweet, Part 1",Jeremy Siek,Not Started,,Low,"{'Part', 'Sweet', 'Short'}",
Beginning C++ Templates,Umar Lone,Not Started,,Low,"{'Templates', 'Beginning'}",
Foundations of Front-End Web Development,Davide Molin,Not Started,,Medium,"{'Front', 'Web Development', 'Development'}",
HTML & CSS: Build a Dashboard,Joe Santos Garcia,Not Started,,Low,"{'Dashboard', 'Html', 'Build'}",
Learn HTML & CSS: How To Start Your Web Development Career,Michael Bowen,Not Started,,Medium,"{'Web Development', 'Html', 'Career', 'Development', 'Start', 'Learn'}",
Angular JS with Sample Project (from Basic to Advanced),Sandeep Soni,Not Started,,Low,"{'Advanced', 'Basic', 'Project', 'Angular', 'Sample'}",
Python Programming : Learn Python with 100+ Practicals,Sunil K. Gupta,Not Started,,High,"{'Learn', 'Python', 'Programming'}",
Learn Professional 2D Game Graphic Design in Photoshop,Jaysen Batchelor,Not Started,,Low,"{'Professional', 'Photoshop', 'Game', 'Graphic', 'Design', 'Learn'}",
C# Language Basics and OOPs for Absolute Beginners,Sandeep Soni,Not Started,,Low,"{'Absolute', 'Basics', 'Oops', 'Beginners', 'Language'}",
"Mastering Putty for beginners (+ Session Manager, MobaXTerm)",Coding Gears | Train Your Brain,Not Started,,Low,"{'Mastering', 'Mobaxterm', 'Beginners', 'Manager', 'Putty', 'Session'}",
Make little Box Monsters with Blender 2.79,Hector Carrasquilla,Not Started,,Low,"{'Make', 'Blender', 'Monsters', 'Little'}",
Java Programming for Complete Beginners [2025],in28Minutes Official,Not Started,,Low,"{'2025', 'Complete', 'Beginners', 'Programming', 'Java'}",
Learn Bootstrap - Make Real Projects & Templates,Hira Mariam,Not Started,,Low,"{'Bootstrap', 'Templates', 'Real', 'Projects', 'Learn', 'Make'}",
How to Create a Wordpress Portfolio Website,Jarrod Field,Not Started,,Low,"{'Wordpress', 'Create', 'Website', 'Portfolio'}",
"Free SSL Certificate - Comodo SSL for free forever, https://","Ahmad Shah Adami, Tutorologist ...",Not Started,,Low,"{'Https', 'Forever', 'Comodo', 'Certificate', 'Free'}",
How to Make a WordPress Website for Businesses + BONUS!,Chris Heidlebaugh ❤,Not Started,,Low,"{'Businesses', 'Wordpress', 'Website', 'Bonus', 'Make'}",
Cocos2d-x v3 JavaScript - Game Development Series,Frahaan Hussain,Not Started,,Low,"{'Cocos2d', 'JavaScript', 'Game', 'Series', 'Development'}",
Learn HTML 5 With Hands On Example Step by Step,Joydip Ghosh,Not Started,,Low,"{'Example', 'Html', 'Step', 'Learn', 'Hands'}",
CSS Web Development Crash Course,Frahaan Hussain,Not Started,,Medium,"{'Crash', 'Web Development', 'Course', 'Development'}",
Python Programming Mini Boot Camp,Joydip Ghosh,Not Started,,High,"{'Camp', 'Boot', 'Python', 'Mini', 'Programming'}",
React Native Expo from Beginner to Pro :: Also with MeteorJS,"Thomas Scanlan, Frahaan Hussain",Not Started,,Low,"{'React', 'Beginner', 'Meteorjs'}",
Learn and Understand C++,"Ermin Kreponic, Aldin Omerdic",Not Started,,Low,"{'Understand', 'Learn'}",
Unity 3D Masterclass 2018: Beginner to Advanced,Farhan Ali,Not Started,,Low,"{'Advanced', 'Beginner', 'Masterclass', 'Unity', '2018'}",
Learn Webpack 2 from scratch,Robert Guss,Not Started,,Low,"{'Learn', 'Scratch', 'Webpack'}",
Easy Cute Drawing by Using Observation and Simple Shapes,Jade chen,Not Started,,Low,"{'Simple', 'Easy', 'Shapes', 'Using', 'Cute', 'Observation', 'Drawing'}",
"Real Time Chat With Laravel Broadcast, Pusher and Vuejs",Sarthak Shrivastava,Not Started,,Low,"{'Chat', 'Real', 'Laravel', 'Vuejs', 'Pusher', 'Time', 'Broadcast'}",
Fun & Easy Introduction to Web Development,David Ames,Not Started,,Medium,"{'Easy', 'Introduction', 'Web Development', 'Development'}",
Learn to build a responsive landing page with Bootstrap 4,Chinthaka De Silva,Not Started,,Low,"{'Bootstrap', 'Page', 'Landing', 'Responsive', 'Learn', 'Build'}",
The Ultimate Beginners Guide to Creating a 2.5D Pokémon Game,Philip Ritmeester,Not Started,,Low,"{'Game', 'Pokémon', 'Beginners', 'Ultimate', 'Creating', 'Guide'}",
Learn Responsive Web Development from Scratch,"Eduonix Learning Solutions, Eduonix-Tech .",Not Started,,Medium,"{'Scratch', 'Web Development', 'Development', 'Responsive', 'Learn'}",
Ubuntu Web Development Setup,Udemy Instructor,Not Started,,Medium,"{'Ubuntu', 'Web Development', 'Setup', 'Development'}",
Complete Web Developer,Andrei Neagoie,Not Started,,Low,"{'Developer', 'Complete'}",
"Master 3ds max , v-ray : 3D render house in the Forest",Maamir Houssam Eddine,Not Started,,Low,"{'House', 'Master', 'Forest', 'Render'}",
Manga Art School: The Complete Anime & Manga Drawing Course,"Scott Harris, Art Director & Lead Instructor",Not Started,,Low,"{'Manga', 'School', 'Complete', 'Course', 'Anime', 'Drawing'}",
Python Django Web Development: To-Do App,John Elder,Not Started,,High,"{'Python', 'Web Development', 'Development', 'Django'}",
"Object Oriented PHP, Ajax, Flexbox Build Messenger App",Shakil Khan,Not Started,,Low,"{'Flexbox', 'Object', 'Ajax', 'Oriented', 'Messenger', 'Build'}",
The COMPLETE Guide to build webapps with ClojureScript,"Guillaume TEILLET, Mathieu Roblin",Not Started,,Low,"{'Complete', 'Webapps', 'Clojurescript', 'Guide', 'Build'}",
Learn NodeJS,Skills Nation Training,Not Started,,Low,"{'Learn', 'Nodejs'}",
Learn R Programming,Skills Nation Training,Not Started,,Low,"{'Programming', 'Learn'}",
Stand Out With Unique Typography Designs,B I,Not Started,,Low,"{'Stand', 'Unique', 'Designs', 'Typography'}",
Learn JavaScript for Web Development,Irfan Dayan,Not Started,,Medium,"{'Learn', 'Web Development', 'Development', 'JavaScript'}",
Kinetic Typography in After Effects: Motion Graphics Course,"Phil Ebiner, Video School",Not Started,,Low,"{'Kinetic', 'Graphics', 'Course', 'Effects', 'Typography', 'Motion'}",
How to Build Your Own Stunning Website Using Wix 2.0,Bryan Guerra,Not Started,,Low,"{'Using', 'Stunning', 'Website', 'Build'}",
Affinity Photo For Beginners,Suspendee Studios,Not Started,,Low,"{'Photo', 'Beginners', 'Affinity'}",
HTML5 + CSS3 + Bootstrap: The Beginner Web Design Course,"Phil Ebiner, Nick Walter, Video School",Not Started,,Low,"{'Beginner', 'Html5', 'Bootstrap', 'Css3', 'Course', 'Design'}",
Try AngularJS: Beginner's Guide to Front End Web Development,Justin Mitchel,Not Started,,Medium,"{'Beginner', 'Front', 'Angularjs', 'Web Development', 'Development', 'Guide'}",
"SQL Bootcamp with MySQL, PHP & Python : 5 Courses in 1",Creative Online School,Not Started,,High,"{'Courses', 'Bootcamp', 'Python', 'Mysql', 'SQL'}",
Programming a news site from scratch using Node.js,"Bilal Zeyada, bilal ziada",Not Started,,Low,"{'Scratch', 'News', 'Site', 'Using', 'Node', 'Node.js', 'Programming'}",
JavaScript for beginners For Students,Muhammad Ali Yasin,Not Started,,Low,"{'Beginners', 'JavaScript'}",
Ultimate Guide To Angular For Beginners - Build An RPG,Caleb Aston,Not Started,,Low,"{'Beginners', 'Ultimate', 'Angular', 'Guide', 'Build'}",
Make An RPG With GameMaker Studio 2,Suspendee Studios,Not Started,,Low,"{'Studio', 'Make', 'Gamemaker'}",
3D Modelling in Blender,motion hub,Not Started,,Low,"{'Blender', 'Modelling'}",
Learn JavaScript From Scratch:Become Top Rated Web Developer,Fayaz Khan,Not Started,,Low,"{'Scratch', 'JavaScript', 'Become', 'Learn', 'Developer'}",
Python 3 Programming for Beginners [2018],in28Minutes Official,Not Started,,High,"{'Python', '2018', 'Beginners', 'Programming'}",
Artificial Intelligence in Web Design + Live Class,"Srinidhi Ranganathan, First Look Digital Marketing Solutions",Not Started,,Low,"{'Intelligence', 'Live', 'Artificial', 'Design', 'Class'}",
"16 beginner programming projects: Java, Python,JavaScript,c#",Bluelime Learning Solutions,Not Started,,High,"{'Beginner', 'JavaScript', 'Projects', 'Python', 'Programming', 'Java'}",
The Modern JavaScript Bootcamp,Andrew Mead,Not Started,,Low,"{'Modern', 'JavaScript', 'Bootcamp'}",
Affinity Photo: Digital Painting a Character,Andrey Bzhitskikh,Not Started,,Low,"{'Digital', 'Photo', 'Affinity', 'Painting', 'Character'}",
Front End Web Development Ultimate Guide,"Josh Werner, Learn Tecc",Not Started,,Medium,"{'Front', 'Web Development', 'Ultimate', 'Development', 'Guide'}",
SASS from Beginner to Expert,Arkadiusz Włodarczyk,Not Started,,Low,"{'Beginner', 'Sass', 'Expert'}",
Projects in Electron: Learn Electron Framework Building Apps,"Eduonix Learning Solutions, Eduonix-Tech .",Not Started,,Low,"{'Projects', 'Framework', 'Learn', 'Building', 'Electron', 'Apps'}",
